id,question,answer,reference
21,"Đối với các xe không phải xe ưu tiên mà người lái xe ô tô bấm còi, 
rú ga liên tục trong khu dân cư bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 3 Điều 5 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
b) Bấm còi, rú ga liên tục; bấm còi hơi, sử dụng đèn chiếu xa trong đô thị, khu 
đông dân cư, trừ các xe ưu tiên đang đi làm nhiệm vụ theo quy định.",100/2019/NĐ-CP::article::5::clause::3::point::b
22,"Người điều khiển xe khi tham gia giao thông chuyển hướng không 
giảm tốc độ hoặc không có tín hiệu báo hướng rẽ bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm c khoản 3 Điều 5 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
c) Chuyển hướng không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ (trừ 
trường hợp điều khiển xe đi theo hướng cong của đoạn đường bộ ở nơi đường không 
giao nhau cùng mức).",100/2019/NĐ-CP::article::5::clause::3::point::c
23,"Người điều khiển xe khi tham gia giao thông không sử dụng đèn 
chiếu sáng vào ban đêm bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm g khoản 3 Điều 5 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
g) Không sử dụng hoặc sử dụng không đủ đèn chiếu sáng trong thời gian từ 19 
giờ ngày hôm trước đến 05 giờ ngày hôm sau, khi sương mù, thời tiết xấu hạn chế tầm 
nhìn; sử dụng đèn chiếu xa khi tránh xe đi ngược chiều.",100/2019/NĐ-CP::article::5::clause::3::point::g
24,"Hành vi quay đầu xe nơi đường hẹp, đường dốc có bị xử phạt 
VPHC không?","Hành vi trên bị xử phạt theo quy định tại điểm k khoản 3 Điều 5 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại điểm a khoản 3 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
k) Quay đầu xe tại nơi đường bộ giao nhau cùng mức với đường sắt; quay đầu 
xe tại nơi đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, nơi có biển 
báo hiệu có nội dung cấm quay đầu đối với loại phương tiện đang điều khiển; điều 
khiển xe rẽ trái tại nơi có biển báo hiệu có nội dung cấm rẽ trái đối với loại phương 
tiện đang điều khiển; điều khiển xe rẽ phải tại nơi có biển báo hiệu có nội dung cấm rẽ 
phải đối với loại phương tiện đang điều khiển;","100/2019/NĐ-CP::article::5::clause::3::point::k, 123/2021/NĐ-CP::article::2::clause::3::point::a"
25,"Hành vi không giảm tốc độ và nhường đường khi điều khiển xe 
chạy từ trong ngõ ra bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm m khoản 3 Điều 5 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
m) Không giảm tốc độ và nhường đường khi điều khiển xe chạy từ trong ngõ, 
đường nhánh ra đường chính;",100/2019/NĐ-CP::article::5::clause::3::point::m
26,"Người ngồi trên xe ô tô không thắt dây an toàn khi xe đang chạy có 
bị xử phạt vi phạm không? Mức phạt là bao nhiêu?","Hành vi này vi phạm quy tắc giao thông đường bộ và bị xử phạt theo quy 
định tại điểm p, điểm q khoản 3 Điều 5 Nghị định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
p) Không thắt dây an toàn khi điều khiển xe chạy trên đường; 
q) Chở người trên xe ô tô không thắt dây an toàn (tại vị trí có trang bị dây an 
toàn) khi xe đang chạy;","100/2019/NĐ-CP::article::5::clause::3::point::p, 100/2019/NĐ-CP::article::5::clause::3::point::q"
27,"Hành vi sử dụng điện thoại di động khi đang lái xe ô tô bị xử phạt 
như thế nào theo quy định?","Hành vi này bị xử phạt theo quy định tại điểm a khoản 4 Điều 5 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại điểm d khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 
4. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
a) Dùng tay sử dụng điện thoại di động khi đang điều khiển xe chạy trên đường;  Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.","100/2019/NĐ-CP::article::5::clause::4::point::a, 123/2021/NĐ-CP::article::2::clause::34::point::d"
28,"Hành vi điều khiển xe không đủ điều kiện để thu phí theo hình 
thức điện tử tự động không dừng có bị xử phạt không? Nếu có mức phạt là bao 
nhiêu?","Hành vi trên bị xử phạt theo quy định tại điểm c khoản 4 Điều 5 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại điểm b khoản 3 và điểm d khoản 34 
Điều 2 Nghị định số 123/2021/NĐ-CP), cụ thể: 
Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm: 
c) Điều khiển xe không đủ điều kiện để thu phí theo hình thức điện tử tự động 
không dừng (xe không gắn thẻ đầu cuối hoặc gắn thẻ đầu cuối mà số tiền trong tài 
khoản thu phí không đủ để chi trả khi qua làn thu phí điện tử tự động không dừng) đi 
vào làn đường dành riêng thu phí theo hình thức điện tử tự động không dừng tại các 
trạm thu phí; 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.","100/2019/NĐ-CP::article::5::clause::4::point::c, 123/2021/NĐ-CP::article::2::clause::34::point::d, 123/2021/NĐ-CP::article::2::clause::3::point::b"
29,"Người lái xe ô tô vượt đèn đỏ, đèn vàng hay không chấp hành hiệu 
lệnh của Cảnh sát giao thông bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm a, b khoản 5 Điều 5 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Nghị định số 123/2021/NĐ
CP), cụ thể: 
Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; 
b) Không chấp hành hiệu lệnh, hướng dẫn của người điều khiển giao thông 
hoặc người kiểm soát giao thông; 
Ngoài việc bị phạt tiền theo quy định người thực hiện hành vi này còn bị tước 
quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng theo điểm b khoản 11 Điều 5 
Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Nghị định số 
123/2021/NĐ-CP).","100/2019/NĐ-CP::article::5::clause::5::point::a, 100/2019/NĐ-CP::article::5::clause::5::point::b, 100/2019/NĐ-CP::article::5::clause::11::point::b, 123/2021/NĐ-CP::article::2::clause::34"
30,Hành vi lái xe ô tô chạy quá tốc độ thì bị xử phạt như thế nào?,"Tùy theo mức độ vượt quá tốc độ quy định, hành vi này của anh bị xử 
phạt theo quy định tại điểm a khoản 3, điểm i khoản 5 (sửa đổi, bổ sung tại khoản 34 
Điều 2 Nghị định số 123/2021/NĐ-CP), điểm a khoản 6, hay điểm c khoản 7 (sửa đổi, 
bổ sung tại khoản 3 Điều 2 Nghị định 123/NĐ-CP) Điều 5 Nghị định số 100/2019/NĐ
CP, cụ thể: 
3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe chạy quá tốc độ quy định từ 05 km/h đến dưới 10 km/h; 
5. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
i) Điều khiển xe chạy quá tốc độ quy định từ 10 km/h đến 20 km/h. 
Ngoài việc bị phạt tiền theo quy định người thực hiện hành vi này còn bị tước 
quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng theo điểm b khoản 11 Điều 5 
Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Nghị định số 
123/2021/NĐ-CP). 
6. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe chạy quá tốc độ quy định trên 20 km/h đến 35 km/h; 
Ngoài việc bị phạt tiền theo quy định người thực hiện hành vi này còn bị tước 
quyền sử dụng Giấy phép lái xe từ 02 tháng đến 04 tháng theo điểm c khoản 11 Điều 5 
Nghị định số 100/2019/NĐ-CP. 
7. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với người điều khiển 
xe thực hiện một trong các hành vi vi phạm sau đây: 
c) Điều khiển xe chạy quá tốc độ quy định trên 35 km/h; 
Ngoài việc bị phạt tiền theo quy định người thực hiện hành vi này còn bị tước 
quyền sử dụng Giấy phép lái xe từ 02 tháng đến 04 tháng theo điểm c khoản 11 Điều 5 
Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::5::clause::3::point::a, 100/2019/NĐ-CP::article::5::clause::5::point::i, 100/2019/NĐ-CP::article::5::clause::6::point::a, 100/2019/NĐ-CP::article::5::clause::7::point::c, 123/2021/NĐ-CP::article::2::clause::34, 123/2021/NĐ-CP::article::2::clause::3, 100/2019/NĐ-CP::article::5::clause::11::point::b, 100/2019/NĐ-CP::article::5::clause::11::point::c"
31,"Hành vi điều khiển xe ô tô sau khi sử dụng rượu, bia bị xử phạt 
như thế nào?","Tùy thuộc vào mức độ của nồng độ cồn trong máu, khí thở mà hành vi 
trên bị xử phạt theo các quy định tại điểm c khoản 6, điểm c khoản 8, điểm a khoản 10 
Điều 5 Nghị định số 100/2019/NĐ-CP, cụ thể: 
6. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: c) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng 
chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí 
thở;  
Ngoài việc bị phạt tiền người thực hiện hành vi này còn bị tước quyền sử dụng 
Giấy phép lái xe từ 10 đến 12 tháng theo quy định tại điểm e khoản 11 Điều 5 Nghị 
định số 100/2019/NĐ-CP. 
8. Phạt tiền từ 16.000.000 đồng đến 18.000.000 đồng đối với người điều khiển 
xe thực hiện một trong các hành vi vi phạm sau đây: 
c) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt 
quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 
miligam/1 lít khí thở. 
Ngoài việc bị phạt tiền người thực hiện hành vi này còn bị tước quyền sử dụng 
Giấy phép lái xe từ 16 đến 18 tháng theo quy định tại điểm g khoản 11 Điều 5 Nghị 
định số 100/2019/NĐ-CP. 
10. Phạt tiền từ 30.000.000 đồng đến 40.000.000 đồng đối với người điều khiển 
xe thực hiện một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe trên đường mà trong máu hoặc hơi thở có nồng độ cồn vượt 
quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở; 
Ngoài việc bị phạt tiền người thực hiện hành vi này còn bị tước quyền sử dụng 
Giấy phép lái xe từ 22 đến 24 tháng theo quy định tại điểm h khoản 11 Điều 5 Nghị 
định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::5::clause::6::point::c, 100/2019/NĐ-CP::article::5::clause::8::point::c, 100/2019/NĐ-CP::article::5::clause::10::point::a, 100/2019/NĐ-CP::article::5::clause::11::point::e, 100/2019/NĐ-CP::article::5::clause::11::point::g, 100/2019/NĐ-CP::article::5::clause::11::point::h"
32,Hành vi vượt xe trước không báo hiệu thì có bị xử phạt không?,"Hành vi trên bị xử phạt theo quy định tại điểm b khoản 1 Điều 6 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
b) Không có báo hiệu xin vượt trước khi vượt;",100/2019/NĐ-CP::article::6::clause::1::point::b
33,"Hành vi chuyển làn mà không có tín hiệu báo trước có bị xử phạt 
không?","Hành vi trên bị xử phạt theo quy định tại điểm i khoản 1 Điều 6 Nghị định 
số 100/2019/NĐ-CP, cụ thể: 
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: i) Chuyển làn đường không đúng nơi được phép hoặc không có tín hiệu báo 
trước;",100/2019/NĐ-CP::article::6::clause::1::point::i
34,"Đi xe máy trên đường không báo hiệu khi rẽ trái, rẽ phải thì bị xử 
phạt như thế nào?","Hành vi trên bị xử phạt từ 400.000 đồng đến 600.000 đồng theo quy định 
tại điểm a khoản 3 Điều 6 Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại điểm a 
khoản 4 Điều 2 Nghị định số 123/2021/NĐ-CP), cụ thể: 
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
a) Chuyển hướng không giảm tốc độ hoặc không có tín hiệu báo hướng rẽ (trừ 
trường hợp điều khiển xe đi theo hướng cong của đoạn đường bộ ở nơi đường không 
giao nhau cùng mức); điều khiển xe rẽ trái tại nơi có biển báo hiệu có nội dung cấm rẽ 
trái đối với loại phương tiện đang điều khiển; điều khiển xe rẽ phải tại nơi có biển báo 
hiệu có nội dung cấm rẽ phải đối với loại phương tiện đang điều khiển;","100/2019/NĐ-CP::article::6::clause::3::point::a, 123/2021/NĐ-CP::article::2::clause::4::point::a"
35,"Đi xe máy trên đường chở theo 2 người lớn thì bị xử phạt như thế 
nào?","Hành vi trên bị xử phạt theo quy định tại điểm l khoản 2 Điều 6 Nghị định 
số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
l) Chở theo 02 người trên xe, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em 
dưới 14 tuổi, áp giải người có hành vi vi phạm pháp luật;","100/2019/NĐ-CP::article::6::clause::2::point::l, 123/2021/NĐ-CP::article::2::clause::34"
36,Đi xe máy chở theo 3 người trên xe thì bị xử phạt như thế nào?,"Hành vi trên bị xử phạt theo quy đinh tại điểm b khoản 3 Điều 6 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
b) Chở theo từ 03 người trở lên trên xe; 
Ngoài việc bị xử phạt tiền, người điều khiển xe thực hiện hành vi này còn bị 
tước quyền sử dụng Giấy phép lái xe từ 1 đến 3 tháng theo quy định điểm b khoản 10 
Điều 6 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::6::clause::3::point::b, 100/2019/NĐ-CP::article::6::clause::10::point::b"
37,"Hành vi đi xe máy mà sai làn đường quy định thì bị xử phạt như 
thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm g khoản 3 Điều 6 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
g) Điều khiển xe không đi bên phải theo chiều đi của mình; đi không đúng phần 
đường, làn đường quy định (làn cùng chiều hoặc làn ngược chiều); điều khiển xe đi 
qua dải phân cách cố định ở giữa hai phần đường xe chạy; điều khiển xe đi trên hè 
phố, trừ trường hợp điều khiển xe đi qua hè phố để vào nhà;",100/2019/NĐ-CP::article::6::clause::3::point::g
38,Khi đi xe máy vào đường cấm thì bị xử phạt như thế nào?,"Hành vi trên bị xử phạt theo quy định tại điểm i khoản 3 Điều 6 Nghị định 
số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
i) Đi vào khu vực cấm, đường có biển báo hiệu có nội dung cấm đi vào đối với 
loại phương tiện đang điều khiển, trừ các hành vi vi phạm quy định tại khoản 5, điểm b 
khoản 6 Điều này và các trường hợp xe ưu tiên đang đi làm nhiệm vụ khẩn cấp theo 
quy định; 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.","100/2019/NĐ-CP::article::6::clause::3::point::i, 100/2019/NĐ-CP::article::6::clause::5, 100/2019/NĐ-CP::article::6::clause::6::point::b"
39,Vừa đi xe máy vừa đeo tai nghe bị xử phạt như thế nào?,"Hành vi trên bị xử phạt theo quy định tại điểm h khoản 4 Điều 6 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 
4. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
h) Người đang điều khiển xe sử dụng ô (dù), điện thoại di động, thiết bị âm 
thanh, trừ thiết bị trợ thính. 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.","100/2019/NĐ-CP::article::6::clause::4::point::h, 123/2021/NĐ-CP::article::2::clause::34"
40,"Đi xe máy vượt đèn đỏ, đèn vàng thì bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm e khoản 4 Điều 6 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 4. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
thực hiện hành vi vi phạm sau đây: 
e) Không chấp hành hiệu lệnh của đèn tín hiệu giao thông; 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.",100/2019/NĐ-CP::article::6::clause::4::point::e
41,"Đi xe máy ngược chiều của đường một chiều thì bị xử phạt như 
thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm a khoản 5 Điều 6 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 4 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 
5. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Đi ngược chiều của đường một chiều, đi ngược chiều trên đường có biển 
“Cấm đi ngược chiều”, trừ hành vi vi phạm quy định tại điểm b khoản 6 Điều này và 
các trường hợp xe ưu tiên đang đi làm nhiệm vụ khẩn cấp theo quy định; 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 01 tháng 
đến 03 tháng.","100/2019/NĐ-CP::article::6::clause::5, 123/2021/NĐ-CP::article::2::clause::4, 100/2019/NĐ-CP::article::6::clause::6::point::b"
42,Hành vi dùng chân điều khiển xe bị xử phạt như thế nào?,"Hành vi trên bị xử phạt theo quy định tại điểm a khoản 8 Điều 6 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
8. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Buông cả hai tay khi đang điều khiển xe; dùng chân điều khiển xe; ngồi về 
một bên điều khiển xe; nằm trên yên xe điều khiển xe; thay người điều khiển khi xe 
đang chạy; quay người về phía sau để điều khiển xe hoặc bịt mắt điều khiển xe; 
Ngoài việc bị xử phạt tiền, người thực hiện hành vi này còn bị tước quyền sử 
dụng Giấy phép lái xe từ 2 đến 4 tháng theo quy định điểm c khoản 10 Điều 6 Nghị 
định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::6::clause::8::point::a, 100/2019/NĐ-CP::article::6::clause::10::point::c"
43,"Hành vi điều khiển xe bằng một bánh khi tham gia giao thông bị 
xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm c khoản 8 Điều 6 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 8. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với người điều khiển xe 
thực hiện một trong các hành vi vi phạm sau đây: 
c) Điều khiển xe chạy bằng một bánh đối với xe hai bánh, chạy bằng hai bánh 
đối với xe ba bánh; 
Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị 
áp dụng hình thức xử phạt bổ sung: Tước quyền sử dụng Giấy phép lái xe từ 02 tháng 
đến 04 tháng.",100/2019/NĐ-CP::article::6::clause::8::point::c
44,"Người đi bộ đi qua đường không đúng nơi quy định có vi phạm và 
bị xử phạt không?","Hành vi trên bị xử phạt theo quy định tại điểm a khoản 1 Điều 9 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
1. Phạt tiền từ 60.000 đồng đến 100.000 đồng đối với người đi bộ thực hiện một 
trong các hành vi vi phạm sau đây: 
a) Không đi đúng phần đường quy định; vượt qua dải phân cách; đi qua đường 
không đúng nơi quy định hoặc không bảo đảm an toàn",100/2019/NĐ-CP::article::9::clause::1::point::a
45,"Người đi bộ có được đi vào đường cao tốc không? Vi phạm bị xử 
phạt như thế nào?","Hành vi trên có vi phạm pháp luật và bị xử phạt theo quy định tại khoản 2 
Điều 9 Nghị định số 100/2019/NĐ-CP, cụ thể: 
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với người đi bộ đi vào 
đường cao tốc, trừ người phục vụ việc quản lý, bảo trì đường cao tốc.",100/2019/NĐ-CP::article::9::clause::2
46,"Hành vi đá bóng, đá cầu trái phép trên đường bộ bị xử phạt như 
thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 2 Điều 11 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với cá nhân thực hiện một 
trong các hành vi vi phạm sau đây: 
b) Đá bóng, đá cầu, chơi cầu lông hoặc các hoạt động thể thao khác trái phép 
trên đường bộ; sử dụng bàn trượt, pa-tanh, các thiết bị tương tự trên phần đường xe 
chạy;",100/2019/NĐ-CP::article::11::clause::2::point::b
47,"Hành vi phơi thóc, lúa trên đường bộ có bị xử phạt không?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 1 Điều 12 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với cá nhân, từ 200.000 
đồng đến 400.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
b) Phơi thóc, lúa, rơm, rạ, nông, lâm, hải sản trên đường bộ; đặt máy tuốt lúa 
trên đường bộ; 
Ngoài việc bị xử phạt tiền, người thực hiện hành vi này còn bị áp dụng biện 
pháp khắc phục hậu quả quy định tại điểm a khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP",100/2019/NĐ-CP::article::12::clause::1::point::b
48,"Hành vi trồng cây trong phạm vi đất dành cho đường bộ làm che 
khuất tầm nhìn của người điều khiển phương tiện giao thông có bị xử phạt 
không?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 2 Điều 12 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với cá nhân, từ 600.000 
đồng đến 800.000 đồng đối với tổ chức thực hiện một trong các hành vi vi phạm sau 
đây: 
b) Trồng cây trong phạm vi đất dành cho đường bộ làm che khuất tầm nhìn của 
người điều khiển phương tiện giao thông; 
Ngoài việc bị xử phạt tiền, người thực hiện hành vi này còn bị áp dụng biện 
pháp khắc phục hậu quả quy định tại điểm b khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.",100/2019/NĐ-CP::article::12::clause::2::point::b
49,"Đi xe máy không mang theo Giấy đăng ký xe có vi phạm và bị xử 
phạt hay không?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 2 Điều 21 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 11 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể:  
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
b) Người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các 
loại xe tương tự xe gắn máy không mang theo Giấy đăng ký xe;","100/2019/NĐ-CP::article::21::clause::2::point::b, 123/2021/NĐ-CP::article::2::clause::11"
50,Người 17 tuổi đi xe máy có bị xử phạt không?,"Hành vi nêu trên có thể bị xử phạt theo quy định tại điểm a khoản 4 Điều 
21 Nghị định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 11 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 4. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
a) Người từ đủ 16 tuổi đến dưới 18 tuổi điều khiển xe mô tô có dung tích xi 
lanh từ 50 cm3 trở lên;","100/2019/NĐ-CP::article::21::clause::4::point::a, 123/2021/NĐ-CP::article::2::clause::11"
51,"Hành vi điều khiển mô tô hai bánh mà không có Giấy phép lái xe 
thì bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo điểm a khoản 5 Điều 21 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 11 Điều 2 nghị định số 123/2021/NĐ
CP), cụ thể: 
5. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển xe 
mô tô hai bánh có dung tích xi lanh dưới 175 cm3 và các loại xe tương tự xe mô tô 
thực hiện một trong các hành vi vi phạm sau đây: 
a) Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan 
có thẩm quyền cấp, Giấy phép lái xe bị tẩy xóa; 
Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi 
phạm còn bị áp dụng hình thức xử phạt bổ sung: Tịch thu Giấy phép lái xe không do 
cơ quan có thẩm quyền cấp, Giấy phép lái xe bị tẩy xóa.","100/2019/NĐ-CP::article::21::clause::5, 123/2021/NĐ-CP::article::2::clause::11"
